Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"DIS, Long, 2026-01-22 (Price: 113.21)",No Exit Yet,"-2.58%, 5 days","80.0%, Past 4 years, 15","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 110.285), 2.58% below",5 days,113.17,No Information,No Information,No Information,No Information,No Information,2.57% below/2.58% below/2.58% below,9.92%/0.82%/3.59%,"37.38%, 50.6%",5 months/8 days/1.4 month,2026-08-27/2026-02-02/2026-03-23,-16.64%,-4.09%,-12.55%,-0.07,-0.15,115.7346/117.2742/115.21/168.455/207.5364/245.6322/No EMA 200 Target,110.34/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/111.22,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2026-01-22 (Price: 253.73)",No Exit Yet,"-0.09%, 5 days","90.48%, Past 4 years, 21","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 253.5), 0.09% below",5 days,251.75,No Information,No Information,No Information,No Information,No Information,1.48% above/0.09% below/0.09% below,15.23%/5.01%/9.23%,"0.89%, 48.49%",2.6 months/7 days/20 days,2026-05-14/2026-02-01/2026-02-19,27.17%,20.84%,6.33%,1.91,0.87,274.3836/277.1493/275.45/No Horizontal Resistance/273.8526/307.9609/No EMA 200 Target,203.17/72.05/251.3512/219.0648/No F-Track Level/No F-Track Level/170.96,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2026-01-22 (Price: 48.91)",No Exit Yet,"0.89%, 5 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 49.345), 0.89% above",5 days,48.62,No Information,No Information,No Information,No Information,No Information,3.67% above/0.89% above/0.89% above,6.81%/0.4%/3.61%,"6.99%, 40.87%",1.5 month/6 days/17 days,2026-03-28/2026-01-30/2026-02-15,10.35%,4.61%,5.74%,0.88,0.26,51.5071/50.6757/50.8/49.2225/53.4428/58.8712/No EMA 200 Target,43.81/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.58,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-22 (Price: 175589.0)",No Exit Yet,"4.24%, 5 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 183033.5938), 4.24% above",5 days,171817.0,No Information,No Information,No Information,No Information,No Information,10.08% above/4.24% above/4.24% above,5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-10-05/2026-02-01/2026-03-06,10.46%,4.14%,6.32%,1.7,0.2,186229.6934/180628.4043/185967.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/144087.66,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
FRACTAL TRACK,"ABNB, Long, 2026-01-22 (Price: 133.8)",No Exit Yet,"-1.68%, 5 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 131.55), 1.68% below",5 days,134.32,No Information,No Information,No Information,"23.66% (Price: 126.8015), 3.74% above, Upmove Bounce Back","2025-10-10 (Price: 116.32), 2025-10-28 (Price: 130.05)",No Information,21.13%/10.03%/14.0%,"-0.0%, 19.45%",6.7 months/4 days/2.2 months,2026-11-09/2026-01-27/2026-04-27,30.66%,-2.45%,33.11%,1.02,0.07,133.8669/152.532/142.04/178.025/223.5359/256.334/No EMA 200 Target,130.66/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/127.98,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2026-01-22 (Price: 449.36)",No Exit Yet,"-3.06%, 5 days","100.0%, Past 5 years, 14","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 435.59), 3.06% below",5 days,435.16,No Information,No Information,No Information,"61.8% (Price: 427.1111), 1.99% above, Upmove Bounce Back","2025-11-14 (Price: 382.78), 2025-12-22 (Price: 498.83)",No Information,15.67%/1.5%/11.2%,"-0.0%, 68.46%",2.7 years/7 days/8 months,2029-11-29/2026-02-01/2027-01-04,25.24%,11.0%,14.24%,2.38,0.58,527.8183/499.6883/518.99/481.305/541.282/564.9603/No EMA 200 Target,419.25/196.47/353.8797/223.4247/No F-Track Level/No F-Track Level/374.64,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"^GSPC, Long, 2026-01-22 (Price: 6913.3501)",No Exit Yet,"0.97%, 5 days","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 6980.75), 0.97% above",5 days,6914.4399,No Information,No Information,No Information,"23.66% (Price: 6876.4506), 1.52% above, Upmove Bounce Back","2025-11-21 (Price: 6521.9199), 2026-01-12 (Price: 6986.3301)",No Information,11.26%/10.04%/10.39%,"-0.0%, 25.43%",2.4 years/1.6 month/9.4 months,2029-06-26/2026-04-01/2027-03-06,26.29%,9.14%,17.15%,3.87,0.62,7180.8967/7631.6472/7192.0/No Horizontal Resistance/9765.5661/10911.139/No EMA 200 Target,6796.86/4128.7074/6767.7249/6316.2337/No F-Track Level/No F-Track Level/6404.75,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"XLV, Long, 2026-01-22 (Price: 158.29)",No Exit Yet,"-1.05%, 5 days","100.0%, Past 5 years, 14","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 156.625), 1.05% below",5 days,157.65,No Information,No Information,No Information,"23.66% (Price: 152.8697), 2.46% above, Upmove Bounce Back","2025-08-07 (Price: 127.96), 2026-01-07 (Price: 160.59)",No Information,11.13%/3.8%/9.53%,"-0.0%, 16.06%",2.5 years/2.6 months/1.2 year,2029-08-17/2026-05-14/2027-10-09,12.63%,5.05%,7.58%,1.59,0.27,160.6643/173.375/177.87/159.295/174.1807/202.706/No EMA 200 Target,155.4/122.0086/153.114/117.2225/No F-Track Level/No F-Track Level/141.59,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"LYFT, Long, 2026-01-22 (Price: 18.2)",No Exit Yet,"-2.61%, 5 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 17.725), 2.61% below",5 days,18.62,No Information,No Information,No Information,"38.2% (Price: 17.9324), 1.16% below, Upmove Bounce Back","2024-08-07 (Price: 8.925), 2025-09-17 (Price: 23.5)",No Information,29.57%/0.97%/14.95%,"5.88%, 53.48%",1.5 year/6 days/5.5 months,2028-03-14/2026-01-30/2026-09-17,28.24%,-11.2%,39.44%,1.13,0.03,19.3721/20.9209/26.95/57.19/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,13.41/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/17.56,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"MCD, Long, 2026-01-22 (Price: 306.03)",No Exit Yet,"2.21%, 5 days","93.75%, Past 5 years, 16","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 312.8), 2.21% above",5 days,306.15,No Information,No Information,No Information,"38.2% (Price: 307.1518), 1.84% above, Upmove Bounce Back","2025-06-26 (Price: 283.47), 2025-12-18 (Price: 321.79)",No Information,11.34%/1.63%/6.81%,"2.66%, 18.2%",1.8 year/4.1 months/10 months,2028-08-17/2026-07-17/2027-04-01,9.72%,5.91%,3.81%,0.88,0.33,312.4566/326.8706/329.02/321.3575/370.0426/590.3302/306.32,302.84/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Support,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2026-01-22 (Price: 9.94)",No Exit Yet,"-1.51%, 5 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 9.79), 1.51% below",5 days,9.5,No Information,No Information,No Information,"23.66% (Price: 9.4049), 4.09% above, Upmove Bounce Back","2023-11-15 (Price: 4.0), 2025-11-05 (Price: 11.08)",No Information,20.37%/5.32%/11.64%,"1.65%, 37.5%",1.1 year/21 days/6 months,2027-08-18/2026-02-21/2026-10-09,23.8%,-3.41%,27.21%,1.69,-0.03,10.6865/11.097/14.19/10.965/21.86/25.8879/No EMA 200 Target,9.55/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/9.62,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Long, 2026-01-22 (Price: 137.9)",No Exit Yet,"-0.85%, 5 days","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 136.73), 0.85% below",5 days,138.22,No Information,No Information,No Information,"23.66% (Price: 137.5543), 0.6% below, Upmove Bounce Back","2025-11-24 (Price: 128.05), 2026-01-07 (Price: 140.5)",No Information,11.26%/0.33%/9.09%,"-0.0%, 14.35%",1.3 year/18 days/7.1 months,2027-11-30/2026-02-17/2026-11-26,16.8%,-0.9%,17.7%,0.98,-0.19,137.8448/150.4351/145.37/173.435/218.156/349.4971/No EMA 200 Target,134.44/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/135.95,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"EFN.TO, Long, 2026-01-22 (Price: 34.76)",No Exit Yet,"-1.55%, 5 days","85.0%, Past 5 years, 20","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 34.22), 1.55% below",5 days,34.67,No Information,No Information,No Information,"23.66% (Price: 33.1459), 3.24% above, Upmove Bounce Back","2023-04-25 (Price: 17.0), 2025-09-19 (Price: 38.15)",No Information,18.43%/2.81%/10.12%,"6.91%, 23.72%",1.1 year/1.1 month/3.6 months,2027-08-18/2026-03-10/2026-06-27,27.0%,15.63%,11.37%,1.17,0.95,36.8595/38.2777/47.45/34.925/45.1741/70.5281/35.02,33.98/12.67/29.5041/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
DELTADRIFT,"AAPL, Long, 2026-01-22 (Price: 248.35)",2026-01-26 (Price: 255.41),"2.84%, 4 days","90.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 260.17), 4.76% above",5 days,249.2,No Information,No Information,No Information,No Information,No Information,No Information,6.6%/3.13%/3.95%,"4.88%, 13.99%",2.3 months/2 days/23 days,2026-05-01/2026-01-24/2026-02-24,8.79%,8.71%,0.08%,0.77,0.46,258.7559/258.1598/258.46/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,246.7/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/235.75,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
DELTADRIFT,"^NSEI, Long, 2026-01-22 (Price: 25289.9004)",No Exit Yet,"-0.45%, 5 days","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 25175.4004), 0.45% below",5 days,25344.1504,No Information,No Information,No Information,No Information,No Information,No Information,3.06%/1.21%/2.08%,"3.64%, 4.21%",19 days/1 day/5 days,2026-02-18/2026-01-23/2026-01-29,7.24%,8.84%,-1.6%,0.75,0.7,27007.0846/25815.9303/26411.51/25973.3496/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,25157.5/16662.0827/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/25154.13,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
DELTADRIFT,"NIFTY_MIDCAP_100.NS, Long, 2026-01-22 (Price: 58191.3008)",No Exit Yet,"-1.22%, 5 days","92.86%, Past 4 years, 14","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 57483.6484), 1.22% below",5 days,57962.6016,No Information,No Information,No Information,No Information,No Information,No Information,4.01%/1.72%/2.76%,"7.88%, 9.89%",20 days/2 days/7 days,2026-02-19/2026-01-24/2026-02-01,9.79%,15.36%,-5.57%,0.56,1.16,62538.191/59797.3807/61167.79/59773.5488/69983.5191/76335.2565/No EMA 200 Target,57423.65/26608.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level/58081.47,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-01-22 (Price: 51.8)",No Exit Yet,"-0.3%, 5 days","78.57%, Past 4 years, 14","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 51.645), 0.3% below",5 days,51.72,No Information,No Information,No Information,No Information,No Information,No Information,3.64%/1.48%/2.43%,"5.35%, 6.14%",28 days/2 days/9 days,2026-03-03/2026-01-24/2026-02-04,5.73%,3.54%,2.19%,0.28,0.12,54.3641/53.0587/53.71/55.3975/66.8401/79.771/53.65,51.55/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level/No EMA 200 Support,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
DELTADRIFT,"ATM.NZ, Long, 2026-01-22 (Price: 9.94)",No Exit Yet,"-1.51%, 5 days","75.0%, Past 4 years, 12","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 9.79), 1.51% below",5 days,9.5,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/3.28%/5.7%,"14.37%, 14.37%",2.5 months/2 days/18 days,2026-05-10/2026-01-24/2026-02-17,5.16%,-1.82%,6.98%,0.11,0.02,10.4917/10.5066/10.5/10.965/21.86/25.8879/No EMA 200 Target,9.55/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/9.62,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
DELTADRIFT,"NA.TO, Long, 2026-01-22 (Price: 165.94)",No Exit Yet,"-0.3%, 5 days","91.67%, Past 4 years, 12","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 165.44), 0.3% below",5 days,167.19,No Information,No Information,No Information,No Information,No Information,No Information,3.74%/1.98%/2.58%,"5.06%, 6.5%",2.1 months/4 days/20 days,2026-04-23/2026-01-27/2026-02-19,8.27%,12.05%,-3.78%,0.79,0.88,172.1793/170.2213/171.2/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,147.83/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/148.28,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
DELTADRIFT,"HOOD, Long, 2026-01-22 (Price: 106.25)",No Exit Yet,"-0.32%, 5 days","75.0%, Past 4 years, 8","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-27 (Price: 105.91), 0.32% below",5 days,107.48,No Information,No Information,No Information,No Information,No Information,No Information,13.1%/6.28%/9.63%,"22.98%, 22.98%",14 days/2 days/6 days,2026-02-11/2026-01-24/2026-01-30,2.36%,18.95%,-16.59%,0.03,0.85,101.8619/116.4819/109.17/No Horizontal Resistance/164.8517/245.4076/No EMA 200 Target,105.78/8.2917/84.2959/No support/No F-Track Level/No F-Track Level/103.12,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-01-20 (Price: 147.0)",2026-01-27 (Price: 148.15) (Today),"0.78%, 7 days","86.96%, Past 4 years, 23","Daily, is CONFIRMED on 2026-01-20",Already confirmed,"2026-01-27 (Price: 148.15), 0.78% above",7 days,144.46,No Information,No Information,No Information,No Information,No Information,2.5% above/0.78% above/0.78% above,3.12%/1.29%/2.0%,"6.35%, 12.85%",3.3 months/6 days/1.2 month,2026-06-12/2026-01-28/2026-03-13,9.71%,2.06%,7.65%,0.36,0.03,148.5729/149.94/153.59/179.4533/186.6499/209.3631/154.63,138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-15 (Price: 165568.0)",2026-01-26 (Price: 178721.0),"7.94%, 11 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-15",Already confirmed,"2026-01-27 (Price: 183033.5938), 10.55% above",12 days,165180.0,No Information,No Information,No Information,No Information,No Information,10.83% above/10.55% above/10.55% above,5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-09-28/2026-01-25/2026-02-27,10.46%,4.14%,6.32%,1.7,0.2,175601.4208/170319.8016/171680.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/143125.97,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"BABA, Long, 2026-01-13 (Price: 167.01)",2026-01-27 (Price: 174.88) (Today),"4.71%, 14 days","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-01-27 (Price: 174.88), 4.71% above",14 days,165.5,No Information,No Information,No Information,No Information,No Information,15.85% above/4.71% above/4.71% above,13.07%/3.26%/7.2%,"49.23%, 66.54%",2.5 months/6 days/1.2 month,2026-05-01/2026-01-21/2026-03-06,-7.81%,-3.01%,-4.8%,-0.14,0.07,170.6508/179.0347/171.62/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,146.58/67.495/144.416/No support/No F-Track Level/No F-Track Level/138.31,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2026-01-12 (Price: 202.08)",2026-01-27 (Price: 189.88) (Today),"-6.04%, 15 days","85.19%, Past 5 years, 27","Daily, was CONFIRMED on 2026-01-12",Already confirmed,"2026-01-27 (Price: 189.88), 6.04% below",15 days,199.44,No Information,No Information,No Information,"23.66% (Price: 201.5134), 5.77% below, Upmove Bounce Back","2025-10-14 (Price: 174.26), 2025-12-11 (Price: 209.96)",No Information,11.74%/1.29%/9.03%,"4.51%, 11.58%",8.3 months/20 days/3 months,2027-01-07/2026-02-09/2026-05-22,30.23%,20.61%,9.62%,1.18,1.4,210.7492/220.3278/223.5/No Horizontal Resistance/294.0831/455.769/No EMA 200 Target,198.0/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/187.11,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-07 (Price: 40.04)",2026-01-26 (Price: 42.91),"7.17%, 19 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-07",Already confirmed,"2026-01-27 (Price: 42.34), 5.74% above",20 days,39.7,No Information,No Information,No Information,No Information,No Information,5.77% above/5.74% above/5.74% above,7.25%/0.53%/3.58%,"0.46%, 22.19%",2.6 months/7 days/21 days,2026-04-29/2026-01-17/2026-02-06,16.78%,-4.47%,21.25%,1.28,-0.0,41.8178/41.4734/47.83/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,37.0/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.27,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"NVO, Long, 2026-01-04 (Price: 52.39)",2026-01-27 (Price: 62.715) (Today),"19.71%, 23 days","85.71%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-27 (Price: 62.715), 19.71% above",23 days,51.56,No Information,No Information,No Information,No Information,No Information,19.69% above/19.71% above/19.71% above,20.26%/3.25%/8.42%,"16.75%, 27.09%",4.4 months/28 days/1.9 month,2026-07-14/2026-02-13/2026-03-27,9.13%,7.21%,1.92%,0.46,0.37,57.6971/56.8012/75.35/139.01/157.4212/201.8641/59.76,45.68/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"16.88%, 27 days","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-27 (Price: 351.97), 16.88% above",27 days,269.38,No Information,No Information,No Information,No Information,No Information,16.88% above/16.88% above/16.88% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,16.0%,8.74%,7.26%,0.66,0.45,401.8546/444.9491/463.42/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"6.22%, 27 days","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-27 (Price: 77.68), 6.22% above",27 days,61.31,No Information,No Information,No Information,No Information,No Information,26.56% above/6.22% above/6.22% above,227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,16.49%,8.5%,7.99%,0.7,0.42,150.8453/189.2824/98.01/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2025-12-31 (Price: 271.86)",No Exit Yet,"-4.3%, 27 days","100.0%, Past 45 years, 5","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-27 (Price: 260.17), 4.3% below",27 days,255.04,No Information,No Information,No Information,"38.2% (Price: 169.2862), 53.69% above, Upmove Bounce Back","2016-06-30 (Price: 22.3675), 2024-12-31 (Price: 260.1)",No Information,37.72%/33.07%/35.65%,"-0.0%, 10.93%",1 year/9.1 months/10.6 months,2027-06-05/2027-01-30/2027-04-05,12.11%,12.37%,-0.26%,1.91,0.56,390.1463/368.7781/414.5/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,23.9/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/235.75,92.31%/13/0 days (Across ALL Assets),69.23%/13/0 days (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-31 (Price: 12.29)",No Exit Yet,"-4.56%, 27 days","100.0%, Past 14 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-27 (Price: 11.73), 4.56% below",27 days,10.7,No Information,No Information,No Information,"50% (Price: 10.74), 9.22% above, Upmove Bounce Back","2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,48.88%/41.01%/44.94%,"-0.0%, 38.76%",1.3 year/1 year/1.1 year,2027-11-08/2027-06-05/2027-07-27,11.55%,11.73%,-0.18%,0.86,0.59,12.6169/17.8131/15.53/13.345/19.8479/26.5969/No EMA 200 Target,8.8/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.5,92.31%/13/0 days (Across ALL Assets),69.23%/13/0 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-12-28 (Price: 907.04)",2026-01-27 (Price: 923.68) (Today),"1.83%, 1 month","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-27 (Price: 923.68), 1.83% above",1 month,896.52,No Information,No Information,No Information,No Information,No Information,4.02% above/1.83% above/1.83% above,16.64%/3.18%/8.74%,"0%, 44.52%",1.5 year/1.4 month/6.1 months,2028-02-18/2026-02-26/2026-09-19,9.45%,7.78%,1.67%,2.03,0.4,929.9881/986.3153/1157.11/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,470.81/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/700.8,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
DELTADRIFT,"PG, Long, 2025-12-21 (Price: 144.46)",2026-01-25 (Price: 150.15),"3.94%, 1.2 month","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2026-01-27 (Price: 148.15), 2.55% above",1.2 month,143.27,No Information,No Information,No Information,No Information,No Information,No Information,9.64%/3.16%/5.18%,"0%, 10.64%",6.8 months/7 days/1.9 month,2026-10-12/2025-12-31/2026-03-13,6.41%,4.09%,2.32%,2.17,0.17,152.5642/151.943/152.25/179.4533/186.6499/209.3631/154.26,142.84/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,94.87%/39/0 days (Across ALL Assets),87.5%/112/0 days (Across ALL Assets)
BAND MATRIX,"CVS, Long, 2025-12-05 (Price: 75.63)",2026-01-27 (Price: 74.405) (Today),"-1.62%, 1.8 month","70.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-05",No Cancellation Possible,"2026-01-27 (Price: 74.405), 1.62% below",1.8 month,76.73,No Information,No Information,No Information,No Information,No Information,No Information,23.31%/1.13%/12.66%,"19.57%, 37.23%",6.4 months/1.2 month/3.4 months,2026-09-09/2026-01-26/2026-05-01,13.84%,1.55%,12.29%,0.46,0.07,80.8258/85.2048/83.02/106.045/116.3721/144.3517/No EMA 200 Target,75.0/58.425/70.3769/60.5139/No F-Track Level/No F-Track Level/71.98,82.61%/69/0 days (Across ALL Assets),75.98%/254/0 days (Across ALL Assets)
